job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,228856
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,110000
Data Infrastructure Engineer,Data Engineering,United States,Senior,Full-time,United States,M,184000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,202600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,175000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,106800
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,49216
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,110400
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,L,131300
Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,United States,M,100000
Data Strategy Manager,Data Management and Strategy,United States,Senior,Full-time,United States,M,250000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,100000
Big Data Architect,Data Architecture and Modeling,United Kingdom,Senior,Full-time,United Kingdom,L,153799
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,United States,M,83900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,331640
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,258000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,145500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,90000
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,160000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,130000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,81666
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,219650
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,70000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,205000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,125000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,130001
Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,United States,M,100000
Data Visualization Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,90700
Data Analyst,Data Analysis,Canada,Entry-level,Full-time,Canada,L,40747
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,72409
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,316000
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,211000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,214500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,145900
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,127000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,165400
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,245700
Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,United Kingdom,M,70186
Machine Learning Researcher,Machine Learning and AI,Ukraine,Senior,Freelance,Other,S,50000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,116710
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,300000
Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,United Kingdom,M,177300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,287500
Data Architect,Data Architecture and Modeling,United States,Mid-level,Full-time,United States,M,150000
Data Science Lead,Data Science and Research,United States,Senior,Full-time,United States,S,165000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,230000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,110000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,200000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,247300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,224250
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,216600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,81500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,106000
Director of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,250300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,207000
BI Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,75000
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,144400
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,110820
Research Analyst,Data Science and Research,United States,Senior,Full-time,United States,M,125000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,297500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,51962
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,232200
Business Intelligence Engineer,BI and Visualization,United Kingdom,Mid-level,Full-time,United Kingdom,M,43064
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,156000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,70000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,235400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,359170
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,190000
BI Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,87200
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,79600
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,165000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,172500
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,100000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,134236
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,115920
Lead Machine Learning Engineer,Machine Learning and AI,Moldova,Senior,Full-time,Other,S,115000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,248100
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Data Science Manager,Data Science and Research,United States,Executive,Full-time,United States,M,260500
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,L,64000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160080
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,91800
Business Intelligence Developer,BI and Visualization,Canada,Senior,Full-time,Canada,M,76500
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,60000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,309000
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,225000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,223602
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,105200
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,131000
AI Scientist,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,283780
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,102640
Machine Learning Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,163196
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,146100
Data Analyst,Data Analysis,Spain,Senior,Full-time,Spain,M,50432
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,180400
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,176000
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,L,80000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,278700
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,115000
